报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31
货币资金(万元),9478231.0,17412101.0,9435263.0,10756321.0,9096914.0,8703212.0,7518702.0,7186799.0,5278476.0,5318038.0,4273456.0,4461256.0,3888971.0,6271525.0,4874186.0,4286172.0,3752582.0,4436541.0,3706356.0,3760363.0,5225869.0,5229154.0,3330740.0,4701219.0,3905442.0,3423951.0,3389945.0,4077947.0,3718932.0,3781693.0,3154346.0,1911131.0,1791762.0,2300192.0,2761462.0,2688042.0,2692192.0,1997829.0,1994242.0,1536985.0,1562609.0,1704650.0,2238796.0,1208594.0,922375.0,1074370.0,887003.25,699636.5,512269.75,324903.0,324903.0,324903.0,324903.0
结算备付金(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
拆出资金(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
交易性金融资产(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6283.0,0.0,0.0,0.0,3167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.0,160.0,230.0,172.5,115.0,57.5,0.0,0.0,0.0,0.0
衍生金融资产(万元),1829.0,1249.0,641.0,641.0,6715.0,45867.0,703.0,8309.0,0.0,12220.0,7218.0,0.0,0.0,3640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收账款(万元),147643.0,143273.0,130211.0,169483.0,173450.0,207526.0,250427.0,226239.0,161786.0,251065.0,150819.0,189773.0,161471.0,189407.0,173841.0,221024.0,292617.0,307897.0,143247.0,174830.0,181870.0,188655.0,135249.0,114048.0,125417.0,151481.0,99508.0,104489.0,110285.0,159402.0,19254.0,33629.0,40678.0,71319.0,50152.0,100108.0,103714.0,92277.0,77767.0,103220.0,86522.0,86488.0,31751.0,44627.0,29983.0,36461.0,36778.5,37096.0,37413.5,37731.0,37731.0,37731.0,37731.0
预付款项(万元),8309786.0,7301711.0,10527007.0,6896325.0,6015086.0,5026254.0,4939799.0,4614282.0,4276716.0,3964697.0,5302845.0,4010335.0,3796003.0,2943313.0,3232324.0,3194581.0,3370547.0,2865367.0,3186745.0,2960195.0,3337150.0,3337361.0,2408809.0,2262634.0,2396146.0,2011622.0,2148448.0,1922748.0,1930159.0,1783800.0,1084364.0,976045.0,933321.0,873632.0,473385.0,285805.0,321819.0,316052.0,536469.0,582528.0,994305.0,828420.0,450220.0,290459.0,175696.0,231384.0,191141.25,150898.5,110655.75,70413.0,70413.0,70413.0,70413.0
应收保费(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收分保账款(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收分保合同准备金(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收利息(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收股利(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他应收款(万元),24093768.0,16324977.0,13778119.0,12460244.0,12504455.0,10543500.0,8827179.0,8078009.0,7840039.0,7548564.0,6590642.0,6469519.0,6092505.0,4892446.0,4289323.0,4306154.0,4304209.0,3481532.0,3244225.0,3307164.0,2388469.0,2005792.0,2626339.0,1910224.0,1771990.0,1844061.0,2251070.0,1735255.0,1620049.0,1493831.0,1383020.0,1182224.0,971767.0,778581.0,419054.0,390343.0,367143.0,349610.0,369149.0,299712.0,306379.0,276406.0,257278.0,165199.0,167633.0,67101.0,67950.0,68799.0,69648.0,70497.0,70497.0,70497.0,70497.0
应收出口退税(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收补贴款(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收保证金(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
内部应收款(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
买入返售金融资产(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
存货(万元),63009296.0,59808766.0,55057276.0,49629905.0,49163669.0,46736134.0,44685041.0,42752027.0,41288791.0,36812193.0,35139237.0,33304670.0,33662103.0,31772638.0,35123470.0,34166766.0,34056488.0,33113322.0,33883405.0,31114351.0,28976572.0,25516411.0,24670845.0,22636086.0,21470109.0,20833549.0,19293643.0,17136641.0,15085240.0,13333346.0,12319576.0,11153122.0,10351166.0,9008529.0,8675223.0,8416580.0,8425540.0,8589870.0,8737557.0,8115987.0,7239828.0,6647288.0,6289049.0,4333300.0,3468189.0,3416711.0,2969706.75,2522702.5,2075698.25,1628694.0,1628694.0,1628694.0,1628694.0
待摊费用(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
待处理流动资产损益(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
一年内到期的非流动资产(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他流动资产(万元),524896.0,72189.0,306329.0,400800.0,364000.0,867050.0,307830.0,624010.0,135870.0,795660.0,535914.0,563600.0,515640.0,407600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
流动资产合计(万元),106631528.0,101755283.0,89974887.0,81223494.0,77324290.0,72129543.0,66529681.0,63489675.0,58987962.0,54702438.0,52000130.0,48999153.0,48119860.0,46480570.0,47693144.0,46174699.0,45776443.0,44204659.0,44163978.0,41316903.0,40109931.0,36277374.0,33171982.0,31624211.0,29669105.0,28264665.0,27182613.0,24977080.0,22464664.0,20552073.0,17960559.0,15256152.0,14088694.0,13032328.0,12379277.0,11880878.0,11910408.0,11345637.0,11715185.0,10638432.0,10189643.0,9543252.0,9267094.0,6042581.0,4764036.0,4826257.0,4152752.5,3479248.0,2805743.5,2132239.0,2132239.0,2132239.0,2132239.0
发放贷款及垫款(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
可供出售金融资产(万元),0.0,134075.0,431663.0,383499.0,110352.0,132801.0,121722.0,115337.0,109921.0,113881.0,18547.0,13318.0,13332.0,13318.0,13418.0,13318.0,243167.0,246619.0,19409.0,536.0,476.0,476.0,476.0,476.0,44126.0,44126.0,40476.0,40476.0,40476.0,40476.0,476.0,2489.0,17331.0,16363.0,12998.0,14495.0,12297.0,16742.0,38330.0,40000.0,45715.0,48884.0,19640.0,14628.0,13328.0,8174.0,6900.75,5627.5,4354.25,3081.0,3081.0,3081.0,3081.0
持有至到期投资(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期应收款(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期股权投资(万元),8385845.0,8122431.0,6645245.0,6558736.0,6382119.0,6170199.0,5252101.0,4283421.0,3799560.0,3350342.0,2392996.0,2213129.0,2005736.0,1923366.0,1639217.0,1520846.0,1218664.0,1063749.0,924262.0,904775.0,720853.0,704031.0,688424.0,688404.0,656276.0,642649.0,509100.0,510476.0,494405.0,449375.0,464196.0,430787.0,373198.0,356538.0,248553.0,252642.0,240015.0,248573.0,176816.0,219524.0,180079.0,243861.0,108093.0,209914.0,107740.0,81993.0,93093.0,104193.0,115293.0,126393.0,126393.0,126393.0,126393.0
其他长期投资(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资性房地产(万元),3242450.0,2881130.0,1898129.0,1732350.0,2172800.0,2187442.0,1400438.0,1337349.0,1140739.0,1076505.0,892097.0,846595.0,838286.0,798088.0,1263895.0,1180225.0,1044256.0,1171048.0,273078.0,248598.0,247190.0,237523.0,224973.0,122534.0,118560.0,112611.0,18832.0,19056.0,12694.0,12918.0,14428.0,12438.0,12561.0,22814.0,22960.0,16837.0,16909.0,19839.0,16749.0,13782.0,28098.0,27709.0,32236.0,35082.0,36489.0,945.0,962.5,980.0,997.5,1015.0,1015.0,1015.0,1015.0
固定资产原值(万元),0.0,888003.0,0.0,845367.0,0.0,822126.0,0.0,637759.0,0.0,592686.0,0.0,469680.0,0.0,314121.0,0.0,256438.0,0.0,282992.0,0.0,229041.0,0.0,221704.0,0.0,214344.0,0.0,212119.0,0.0,172403.0,0.0,167441.0,0.0,175805.0,0.0,174412.0,0.0,154525.0,0.0,162200.0,0.0,97112.0,0.0,88380.0,0.0,74630.0,0.0,73721.0,65002.0,56283.0,47564.0,38845.0,38845.0,38845.0,38845.0
累计折旧(万元),0.0,178122.0,0.0,162126.0,0.0,141047.0,0.0,120128.0,0.0,100938.0,0.0,92921.0,0.0,83286.0,0.0,75562.0,0.0,70015.0,0.0,64943.0,0.0,60478.0,0.0,57698.0,0.0,52533.0,0.0,49399.0,0.0,45483.0,0.0,42160.0,0.0,38814.0,0.0,37948.0,0.0,35667.0,0.0,33061.0,0.0,30860.0,0.0,25375.0,0.0,23714.0,22079.0,20444.0,18809.0,17174.0,17174.0,17174.0,17174.0
固定资产净值(万元),0.0,709881.0,0.0,683241.0,0.0,681079.0,0.0,517631.0,0.0,491748.0,0.0,376759.0,0.0,230835.0,0.0,180876.0,0.0,212977.0,0.0,164098.0,0.0,161226.0,0.0,156646.0,0.0,159586.0,0.0,123003.0,0.0,121958.0,0.0,133645.0,0.0,135598.0,0.0,116577.0,0.0,126533.0,0.0,64051.0,0.0,57521.0,0.0,49255.0,0.0,50006.0,42922.0,35838.0,28754.0,21670.0,21670.0,21670.0,21670.0
固定资产减值准备(万元),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产(万元),886790.0,709881.0,685739.0,683241.0,651935.0,681079.0,544161.0,517631.0,478400.0,491748.0,404016.0,376759.0,322143.0,230835.0,181035.0,180876.0,211552.0,212977.0,163710.0,164098.0,157841.0,161226.0,156742.0,156646.0,157906.0,159586.0,124983.0,123003.0,121049.0,121958.0,132638.0,133645.0,134358.0,135598.0,115076.0,116577.0,123188.0,126533.0,64357.0,64051.0,58296.0,57521.0,54611.0,49255.0,50504.0,50006.0,42922.0,35838.0,28754.0,21670.0,21670.0,21670.0,21670.0
